"","name","pitcher","throws","IP","year","FA_pct","SL_pct","CT_pct","CB_pct","CH_pct","SF_pct","KN_pct","XX_pct","vFA_sc","vFC_sc","vFS_sc","vFO_sc","vSI_sc","vSL_sc","vCU_sc","vKC_sc","vEP_sc","vCH_sc","vSC_sc","vKN_sc","FA_X_sc","FC_X_sc","FS_X_sc","FO_X_sc","SI_X_sc","SL_X_sc","CU_X_sc","KC_X_sc","EP_X_sc","CH_X_sc","SC_X_sc","KN_X_sc","FA_Z_sc","FC_Z_sc","FS_Z_sc","FO_Z_sc","SI_Z_sc","SL_Z_sc","CU_Z_sc","KC_Z_sc","EP_Z_sc","CH_Z_sc","SC_Z_sc","KN_Z_sc","VAA_CU","VAA_FA","VAA_FF","VAA_SI","VAA_SL","VAA_CH","VAA_CS","VAA_FC","VAA_EP","VAA_PO","VAA_ST","VAA_FS","VAA_KC","VAA_SV","VAA_NA","VAA_FO","VAA_KN","VAA_SC","HAA_CU","HAA_FA","HAA_FF","HAA_SI","HAA_SL","HAA_CH","HAA_CS","HAA_FC","HAA_EP","HAA_PO","HAA_ST","HAA_FS","HAA_KC","HAA_SV","HAA_NA","HAA_FO","HAA_KN","HAA_SC","Pit_plus_CH","Pit_plus_CU","Pit_plus_FA","Pit_plus_SI","Pit_plus_SL","Pit_plus_KC","Pit_plus_FC","Pit_plus_FS","Pit_plus_FO","Pitching_plus","NumberofStuffPitches","plus_stuff_pitches","xwoba","xwoba_r","xwoba_l","K_pct","BB_pct","K_per_9","NameASCII","KsperOut","wFB_per_c","wSL_per_c","wCT_per_c","wCB_per_c","wCH_per_c","wSF_per_c","wKN_per_c","FA_pct_sc","pitch_type_percentage_1_FF","pitch_type_percentage_1_CU","pitch_type_percentage_1_SI","pitch_type_percentage_1_CH","pitch_type_percentage_1_SL","pitch_type_percentage_1_FC","pitch_type_percentage_2_CH","pitch_type_percentage_2_FF","pitch_type_percentage_2_SI","pitch_type_percentage_2_SL","pitch_type_percentage_3_FC","pitch_type_percentage_3_FF","pitch_type_percentage_3_SL","pitch_type_percentage_2_FC","pitch_type_percentage_3_CH","pitch_type_percentage_3_SI","pitch_type_percentage_1_KC","pitch_type_percentage_2_KC","pitch_type_percentage_3_KC","pitch_type_percentage_1_ST","pitch_type_percentage_2_CU","pitch_type_percentage_1_FS","pitch_type_percentage_2_FS","pitch_type_percentage_3_CU","pitch_type_percentage_1_SV","pitch_type_percentage_2_SV","pitch_type_percentage_3_SV","pitch_type_percentage_3_FS","pitch_type_percentage_2_ST","pitch_type_percentage_3_ST","pitch_type_percentage_4_FF","pitch_type_percentage_4_KC","pitch_type_percentage_4_SL","pitch_type_percentage_1_NA","pitch_type_percentage_4_CH","pitch_type_percentage_1_CS","pitch_type_percentage_4_CU","pitch_type_percentage_4_SI","pitch_type_percentage_2_FA","pitch_type_percentage_3_EP","pitch_type_percentage_1_SC","pitch_type_percentage_4_ST","pitch_type_percentage_4_FS","pitch_type_percentage_1_FA","pitch_type_percentage_4_FC","pitch_type_percentage_2_CS","pitch_type_percentage_3_CS","pitch_type_percentage_1_EP","pitch_type_percentage_1_PO","pitch_type_percentage_5_SI","pitch_type_percentage_5_SL","pitch_type_percentage_1_KN","pitch_type_percentage_4_SV","pitch_type_percentage_2_NA","pitch_type_percentage_3_NA","pitch_type_percentage_2_PO","pitch_type_percentage_2_KN","pitch_type_percentage_3_KN","pitch_type_percentage_5_CH","pitch_type_percentage_4_CS","pitch_type_percentage_2_EP","pitch_type_percentage_3_FA","pitch_type_percentage_3_PO","pitch_type_percentage_5_CU","pitch_type_percentage_5_FF","pitch_type_percentage_5_KC","pitch_type_percentage_1_FO","pitch_type_percentage_2_FO","pitch_type_percentage_3_FO","pitch_type_percentage_5_FC","pitch_type_percentage_2_SC","pitch_type_percentage_4_FO","diff_pitch_type_percentage_1_2_diff_CH","diff_pitch_type_percentage_1_2_diff_FF","diff_pitch_type_percentage_1_2_diff_SI","diff_pitch_type_percentage_1_2_diff_SL","diff_pitch_type_percentage_1_2_diff_FC","diff_pitch_type_percentage_1_2_diff_KC","diff_pitch_type_percentage_1_2_diff_CU","diff_pitch_type_percentage_1_2_diff_FS","diff_pitch_type_percentage_1_2_diff_SV","diff_pitch_type_percentage_1_2_diff_ST","diff_pitch_type_percentage_1_2_diff_FA","diff_pitch_type_percentage_1_2_diff_CS","diff_pitch_type_percentage_1_2_diff_NA","diff_pitch_type_percentage_1_2_diff_PO","diff_pitch_type_percentage_1_2_diff_KN","diff_pitch_type_percentage_1_2_diff_EP","diff_pitch_type_percentage_1_2_diff_FO","diff_pitch_type_percentage_1_2_diff_SC","diff_pitch_type_percentage_2_3_diff_FC","diff_pitch_type_percentage_2_3_diff_FF","diff_pitch_type_percentage_2_3_diff_SL","diff_pitch_type_percentage_2_3_diff_CH","diff_pitch_type_percentage_2_3_diff_SI","diff_pitch_type_percentage_2_3_diff_KC","diff_pitch_type_percentage_2_3_diff_CU","diff_pitch_type_percentage_2_3_diff_SV","diff_pitch_type_percentage_2_3_diff_FS","diff_pitch_type_percentage_2_3_diff_ST","diff_pitch_type_percentage_2_3_diff_EP","diff_pitch_type_percentage_2_3_diff_CS","diff_pitch_type_percentage_2_3_diff_NA","diff_pitch_type_percentage_2_3_diff_KN","diff_pitch_type_percentage_2_3_diff_FA","diff_pitch_type_percentage_2_3_diff_PO","diff_pitch_type_percentage_2_3_diff_FO","xwoba_times_faced_1","xwoba_times_faced_2","xwoba_times_faced_3","xwoba_times_faced_4","xwoba_times_faced_5","xwoba_faced_diff_1_2","xwoba_faced_diff_2_3","avg_pitch_number_endurance","avg_rolling_avg_velocity","avg_first_pitch_velocity","X","inning_role","length_role","matchup_role","leverage_role"
"963","Zac Gallen",668678,"R",210,2023,0.4988,0.0111,0.1238,0.2269,0.1395,NA,NA,0.0012,93.5521549,89.95555321,NA,NA,92.59166463,87.45856208,NA,82.49850737,NA,86.82339956,NA,NA,-2.455121738,0.969507532,NA,NA,-6.943241755,2.095297324,NA,1.360948516,NA,-7.979050794,NA,NA,9.959525419,5.083033106,NA,NA,11.02425003,0.982774752,NA,-5.76543379,NA,2.734746061,NA,NA,NA,NA,-5.01212179383094,-5.23787063083329,-7.85101932913002,-7.6386329113462,NA,-6.30828099864147,NA,NA,NA,NA,-9.94862245301499,NA,NA,NA,NA,NA,NA,NA,2.58445005490405,2.00743845753785,4.41548619232287,1.58293955051273,NA,4.18221551303854,NA,NA,NA,NA,3.60517729153698,NA,NA,NA,NA,NA,113.5260486,NA,106.4839475,53.3,111.8959184,111.8242547,94.6996997,NA,NA,107.3953865,4,4,0.315806642941874,0.31475519630485,0.316917073170732,0.26,0.0556,9.428571429,"Zac Gallen",0.349206349222222,1.482209924,-1.967558265,-1.393902954,0.140654006,1.031229617,NA,NA,0.4929,0.532976091931923,0,0.0014297385620915,0.120093879445373,0.0243609391097012,0.0895020382113336,0.155486067822645,0.450611793358322,0.0028549881491058,0.0467987650749433,0.108379343143896,0.490375099097277,0.0257199283644757,0.117661305613951,0.139554823233789,0.00882909982174688,0.231637312739578,0.226587079981033,0.227141706338815,0,0,0,0,0,0,0,0,0,0,0,0.0802521008403361,0.023109243697479,0,0,0.0113445378151261,0,0,0,0,0,0,0,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353921883772722,-0.0823642985736008,0.00142524958701429,0.0224378259652421,0.0281592674026172,-0.00505023275854505,0,0,0,0,0,0,0,0,0,0,0,0,-0.00928196247005483,0.0397633057389552,-0.0210788367104675,-0.0159312445888563,0.00597411167264108,0.000554626357782417,0,0,0,0,0,0,0,0,0,0,0,0.288523529411765,0.301490196078431,0.365551832399627,0.3485,NA,0.0129666666666667,0.0640616363211952,53.1333333333333,92.3911111111111,94.1666666666667,1832,"start",NA,NA,NA
"964","Cal Quantrill",615698,"R",99.2,2023,0.4275,0.2421,NA,0.1082,0.0854,0.1368,NA,0.0023,93.95999756,88.0863747,86.76333705,NA,93.71398305,NA,82.03510431,NA,NA,86.1404613,NA,NA,-4.019580078,1.211474416,-6.504618908,NA,-7.327344302,NA,1.313861685,NA,NA,-7.601503229,NA,NA,9.73710022,4.195352893,2.898238118,NA,9.07391254,NA,-1.564031885,NA,NA,4.958167633,NA,NA,-9.08601663776023,NA,-4.80785389224336,-5.37463161273454,NA,-7.4900962329176,NA,-7.01867071533303,NA,NA,NA,-7.68751485111325,NA,NA,NA,NA,NA,NA,1.28617203652463,NA,-0.0538546766427092,-0.433342892633512,NA,-0.352299705756577,NA,1.80948421878685,NA,NA,NA,-0.269586951359328,NA,NA,NA,NA,NA,NA,91.43583815,111.0287234,51.06315789,89.85070621,NA,NA,93.14428224,104.3942708,NA,94.82004717,2,2,0.367685520361991,0.359772532188841,0.376507177033493,0.1306,0.0788,5.237456323,"Cal Quantrill",0.193979863814815,0.13135732,-0.905335756,NA,1.232935158,-1.669438408,-1.960119631,NA,0.0117,0.0120679075687565,0.101973359408069,0.463290725556655,0.0766108283329646,0,0.250712430021204,0.123626490080518,0.0169117330108042,0.404848278955347,0,0.222956272990899,0.00263157894736842,0,0.236821925101966,0.129521680411366,0.323983116256621,0,0,0,0,0.106336392097983,0.0953447491123512,0.111455180753381,0.154205114676029,0,0,0,0.166702236717717,0,0,0,0,0,0,0.0131578947368421,0,0.0263157894736842,0.0131578947368421,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470156617475535,0.00484382544204775,-0.0584424466013076,0,-0.013890504919238,0,0.00436303268991418,0.0161104316410301,0,0,0,0,0,0,0,0,0,0,-0.0138656521110666,-0.0142801540634358,0,0.00589519033084783,-0.080865162698726,0,0.0478687225780453,0,0.0552470559643352,0,0,0,0,0,0,0,0,0.345116959064327,0.386758771929825,0.405024122807018,0.075,NA,0.0416418128654971,0.018265350877193,NA,NA,NA,2107,"start",NA,NA,NA
"965","Dean Kremer",665152,"R",172.2,2023,0.5166,0.0335,0.2393,0.0885,0.1221,NA,NA,0.0027,94.63191882,88.75042969,NA,NA,91.89835497,82.84166463,78.12336865,NA,NA,85.3265374,NA,NA,-6.257850337,1.442114258,NA,NA,-9.883802817,6.179426829,5.263448313,NA,NA,-9.435307508,NA,NA,9.812269373,5.184300014,NA,NA,5.852136173,-0.587229172,-5.982950379,NA,NA,3.0832124,NA,NA,-10.0095787900847,NA,-4.55314101855092,-5.98714435771634,NA,-7.43077724293725,NA,-6.71892278894475,NA,NA,-8.5100643343072,NA,NA,NA,NA,NA,NA,NA,3.53798813304151,NA,1.59166642307914,1.1297425691402,NA,0.786895869372572,NA,3.24969414413527,NA,NA,4.83445366345643,NA,NA,NA,NA,NA,NA,NA,93.44162011,98.34329502,101.6939114,99.34178404,104.5458333,NA,102.0912857,NA,NA,100.3057837,3,3,0.338997278911565,0.309994974874372,0.373249258160237,0.2136,0.0748,8.183381532,"Dean Kremer",0.303088204888889,0.773097315,-1.460204076,-0.073356143,-2.344166082,-1.42305879,NA,NA,0.3706,0.441049830498011,0.0757118635946515,0.146195801057208,0.0953920378189742,0,0.209712840365548,0.14953975891237,0.312899543090538,0.135077818314339,0,0.246039706569598,0.312657399715824,0,0.267044733101774,0.123941054919316,0.155319068260644,0,0,0,0.031937626665607,0.107207931960578,0,0,0.0928803659102572,0,0,0,0,0.0282302146204014,0.0379124046243611,0.0288825757575758,0,0,0,0.00568181818181818,0,0.00804924242424242,0.0113636363636364,0,0,0,0,0,0,0.00852272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541477210933955,-0.128150287407474,-0.0111179827428687,0,0.057331892736226,0,0.0314960683659263,0,0,-0.0037074120452056,0,0,0,0,0,0,0,0,-0.0210050265321763,-0.00024214337471401,0,-0.0255987039930539,0.0202412499463052,0,-0.0143275660503207,0,0,0.00968219000395969,0,0,0,0,0,0,0,0.330947916666667,0.364262152777778,0.363683947772657,0.20025,NA,0.0333142361111111,-0.000578205005120347,51.2857142857143,93.1428571428571,94.9809523809524,2169,"start",NA,NA,NA
"966","Corbin Burnes",669203,"R",193.2,2023,0.0783,0.0848,0.5525,0.1721,0.1124,NA,NA,6e-04,NA,94.42203986,NA,NA,95.3016916,86.06321839,79.85263856,NA,NA,89.32080925,NA,NA,NA,1.53433181,NA,NA,-6.154661017,6.677624465,5.809415076,NA,NA,-8.039306641,NA,NA,NA,6.752872445,NA,NA,6.677203162,1.254172373,-5.963509268,NA,NA,4.402369858,NA,NA,-10.2891101546304,NA,NA,-6.2445798897504,-8.16244125771271,-7.01503881432673,NA,-5.96582619985158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55549089209438,NA,NA,-0.889145395959368,2.82338116252997,-1.02911244370894,NA,1.32384772181423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.1722543,113.3107547,NA,89.90974576,127.3655172,NA,102.7541032,NA,NA,106.5948009,4,4,0.286960459183673,0.308058080808081,0.265427835051546,0.2551,0.0842,9.294303783,"Corbin Burnes",0.344233473444444,-2.470323555,1.059352484,1.456072862,1.280201876,1.045514462,NA,NA,NA,0,0.151581133857217,0.0651352605484145,0.083532988325355,0.0853978211667937,0.61435279610222,0.125726214533417,0,0.0867996518803221,0.0856950651133034,0.474936834833545,0,0.0807890979164065,0.518885755184852,0.129841908543983,0.0783683677458473,0,0,0,0,0.182893313288105,0,0,0.173563790960218,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0.0256410256410256,0,0,0,0,0,0,0,0.0657051282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421932262080622,0,0.0216643913319076,0.00029724394650972,-0.095467040917368,0,0.0313121794308886,0,0,0,0,0,0,0,0,0,0,0,-0.0439489203513066,0,-0.00490596719689697,0.00411569401056541,-0.0084312841344748,0,-0.00932952232788711,0,0,0,0,0,0,0,0,0,0,0.274553661616162,0.296027405753968,0.297644973544974,0.0844444444444444,NA,0.0214737441378066,0.0016175677910053,NA,NA,NA,1836,"start",NA,NA,NA
"967","Tony Gonsolin",664062,"R",103,2023,0.3948,0.1833,NA,0.1502,NA,0.2716,NA,0.0036,92.4432256,NA,82.98739111,NA,NA,86.75296181,80.88645418,NA,NA,NA,NA,NA,-6.694353031,NA,-8.204867473,NA,NA,1.070674294,1.739896372,NA,NA,NA,NA,NA,9.353592174,NA,1.156053121,NA,NA,3.957434403,-6.028526033,NA,NA,NA,NA,NA,-9.88844486941104,NA,-5.16648921279095,NA,-7.35747206294592,NA,NA,NA,NA,NA,NA,-8.41048871644912,NA,NA,NA,NA,NA,NA,1.80957539107015,NA,0.0701523672094451,NA,2.22406411029244,NA,NA,NA,NA,NA,NA,-0.0702795537641196,NA,NA,NA,NA,NA,NA,NA,90.09043825,90.55296804,NA,108.3042763,NA,NA,105.7358407,NA,97.85480769,2,2,0.365923611111111,0.368405286343612,0.363175609756098,0.1885,0.092,7.165048544,"Tony Gonsolin",0.265372168296296,1.409866095,-0.637344259,NA,-2.445116043,NA,0.181518139,NA,0.3948,0.416320705252863,0.154023424016447,0,0,0.191668110423406,0,0,0.377722728926236,0,0.180378288579682,0,0.31010614051245,0.17823161723897,0,0,0,0,0,0,0,0.149584454665491,0.237987760307284,0.292314527828591,0.135709942597988,0,0,0,0.225952299650592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385979763266271,0,-0.0112898218437238,0,0,-0.00443896935095564,0.0543267675213066,0,0,0,0,0,0,0,0,0,0,0,-0.0676165884137859,-0.00214667134071225,0,0,0,-0.0138745120675031,0,-0.0663622281779986,0,0,0,0,0,0,0,0,0.333948611111111,0.389778273809524,0.406002567693744,NA,NA,0.0558296626984127,0.0162242938842204,19,90.8,92.4666666666667,2304,"start",NA,NA,NA
"968","Shane Bieber",669456,"R",128,2023,0.3516,0.218,0.2569,0.1382,0.0353,NA,NA,0.0015,91.33813796,86.51159993,NA,NA,NA,84.63126163,NA,82.53777488,NA,87.16911765,NA,NA,-5.913245855,0.938224357,NA,NA,NA,1.248019841,NA,6.109222186,NA,-8.401838415,NA,NA,9.971091902,4.190513234,NA,NA,NA,0.420915627,NA,-5.281333189,NA,4.539441277,NA,NA,NA,NA,-5.04961170560435,NA,-8.03795783116371,-7.06884545642999,NA,-6.76616951554902,NA,NA,NA,NA,-9.71560916579031,NA,NA,NA,NA,NA,NA,NA,0.60813569720449,NA,2.431257221235,-0.0605484514133649,NA,2.22891670104227,NA,NA,NA,NA,3.03558204199233,NA,NA,NA,NA,NA,85.45441176,NA,95.90960699,NA,108.7543424,109.5125926,93.13726236,NA,NA,99.38981576,2,2,0.33971992481203,0.319617100371747,0.360281368821293,0.2008,0.0638,7.5234375,"Shane Bieber",0.278645833333333,0.776468718,0.573272325,0.065090237,-1.184129627,-4.038854958,NA,NA,0.3516,0.431340529855204,0,0,0.0197196045340748,0.173314051043685,0.278378860997138,0.0496697249297441,0.309155536963009,0,0.211156861825975,0.250047589546877,0.315482383649569,0.240204198942532,0.263862480600514,0.0393198455287946,0,0.0972469535698978,0.166155395680759,0.154945982332228,0,0,0,0,0,0,0,0,0,0,0,0.0773809523809524,0.0452380952380952,0.0734126984126984,0,0,0,0,0,0,0,0,0,0,0,0.0896825396825397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299501203956693,-0.122184992892196,0,0.0378428107822907,-0.0145163803966248,0.0689084421108607,0,0,0,0,0,0,0,0,0,0,0,0,-0.013814891053637,0.00632684668656036,0.0290473371165565,-0.0103498794009494,0,-0.0112094133485304,0,0,0,0,0,0,0,0,0,0,0,0.30668253968254,0.344856481481481,0.384519633408919,0.296958333333333,NA,0.0381739417989418,0.0396631519274377,28.5,89.6833333333333,91.2833333333333,1834,"start",NA,NA,NA
"969","Aaron Civale",650644,"R",122.1,2023,0.3083,0.0593,0.371,0.2445,0.0169,NA,NA,0.001,91.84210526,87.67416882,85.22940961,NA,92.38230458,82.4159292,78.10183299,NA,NA,NA,NA,NA,-3.011404802,1.914829544,-9.657382292,NA,-8.131420964,6.368442502,6.058431653,NA,NA,NA,NA,NA,10.64376522,4.575739021,5.477229399,NA,7.650724109,1.420508866,-8.889144493,NA,NA,NA,NA,NA,-11.2476114462607,NA,-4.75083732147884,-5.529615963939,-8.72201543215583,NA,NA,-6.60866606016061,NA,-4.1875599721445,NA,-7.38466187790215,NA,NA,NA,NA,NA,NA,1.82176333791643,NA,0.0322664913671567,-0.926593766955754,2.35896639237685,NA,NA,1.2253720000332,NA,-1.78345326893664,NA,-1.62420001161347,NA,NA,NA,NA,NA,NA,NA,120.3177189,90.58987854,89.07962466,117.5587194,NA,103.2251664,94.54705882,NA,103.6777515,3,3,0.299304780876494,0.289548,0.308984126984127,0.2302,0.0655,8.534062163,"Aaron Civale",0.316076376407407,0.711331171,0.078184865,1.112691284,0.785975544,-6.447244216,NA,NA,0.1229,0.138872036254419,0.233209917340535,0.185249618227062,0,0.0570090005265789,0.368606185326425,0,0.104905028731407,0.193021883155024,0.0496324037392624,0.404459517693757,0.109606217008925,0.0526096423837771,0.355521940667604,0,0.131398794558198,0,0,0,0,0.233355275420387,0.0159662858032423,0.0200852074167503,0.203762177261635,0,0,0,0.0112071293545774,0,0,0,0,0.0196687370600414,0,0,0,0.0269151138716356,0.0124223602484472,0,0,0,0,0,0,0.0279503105590062,0,0,0,0.00108695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339670075230119,0.0077722649279629,-0.00737659678731651,-0.0130842446588204,0,0.000145358079851832,0.00411892161350795,0,0,0,0,0,-0.00108695652173913,0,0,0,0,0.0489375770261531,0.00470118827751774,0.00297723864451468,0,-0.0616230885968266,0,-0.0295930981587512,0,-0.0088780780621729,0,0,0,0,0,0,0,0,0.263471618357488,0.327243686868687,0.341660997732426,0.42125,NA,0.063772068511199,0.0144173108637394,39.5,92.1,93.7166666666667,2161,"start",NA,NA,NA
"970","Dustin May",669160,"R",48,2023,0.6027,NA,0.151,0.2027,0.0435,NA,NA,0.0014,97.330305,93.06667019,NA,NA,96.6089764,NA,86.26845638,NA,NA,90.78437805,NA,NA,-6.061161542,-0.738657633,NA,NA,-10.90604074,NA,7.646778491,NA,NA,-9.894749641,NA,NA,9.087727248,4.613612819,NA,NA,5.467183514,NA,-1.714409438,NA,NA,2.577837467,NA,NA,-7.26019918232478,NA,-4.34614355683045,-5.16715391876443,NA,-6.24709880582284,NA,-5.36990922223072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62981709567818,NA,0.835458008739994,-0.220395781553538,NA,0.049010456067164,NA,2.38528432768132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.76875,117.9577181,105.8171717,107.7497959,NA,NA,106.8198198,NA,NA,108.8201936,4,4,0.287299465240642,0.25483950617284,0.312103773584906,0.1818,0.0856,6.375,"Dustin May",0.236111111111111,2.124022576,NA,2.97713516,0.600153008,2.899696864,NA,NA,0.2694,0.291869171878351,0.168881660312292,0.334501279767474,0.0408479908479908,0,0.16118987009362,0.0375240284166869,0.252584815062861,0.241904929353703,0,0.107315591716812,0.190178563020541,0,0.146035152941584,0.0431715359251591,0.380770666602093,0,0,0,0,0.210839963114054,0,0,0.167452531624283,0,0,0,0,0,0,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00332396243130392,-0.0392843568154901,-0.0925963504137715,0,-0.0151547171520364,0,0.0419583028017619,0,0,0,0,0,-0.002710027100271,0,0,0,0,0,-0.0387195612247719,-0.0624062520423197,0,0.00564750750847219,0.13886573724839,0,-0.0433874314897707,0,0,0,0,0,0,0,0,0,0,0.251518518518519,0.324625,0.259395833333333,NA,NA,0.0731064814814815,-0.0652291666666667,54.6666666666667,96.35,98.1166666666667,1786,"start",NA,NA,NA
"971","Shohei Ohtani",660271,"R",132,2023,0.3959,0.3725,0.1371,0.0363,NA,0.0583,NA,0.0014,96.83683982,88.55866499,88.60820896,NA,94.58720313,83.66675465,75.65921181,NA,NA,NA,NA,NA,-3.03986845,1.657641379,-5.07029838,NA,-9.217599609,8.320648358,6.246302554,NA,NA,NA,NA,NA,8.353494209,2.771683806,2.629194117,NA,3.663016113,2.05618913,-7.983802394,NA,NA,NA,NA,NA,-10.602656942809,NA,-5.00249796239272,-6.15182624881269,-9.80058462712222,NA,NA,-6.76454942138745,NA,NA,-7.32142960309749,-7.44345574608572,NA,NA,NA,NA,NA,NA,3.09361529060595,NA,2.1553931428284,1.05109817908703,2.7445976739081,NA,NA,2.93151767548586,NA,NA,4.40209032131833,1.0050679918545,NA,NA,NA,NA,NA,NA,NA,105.3618421,100.1296784,95.2128,112.0505711,NA,88.11793313,106.7977612,NA,102.8658548,4,4,0.304118867924528,0.288850909090909,0.32058431372549,0.3145,0.1036,11.38636364,"Shohei Ohtani",0.421717171851852,0.933758744,1.477397405,-0.293543904,1.178330261,NA,0.576611474,NA,0.3276,0.338422176094055,0.0282864634986251,0.0436960851584904,0,0.00434782608695652,0.145157593956836,0,0.271014381694079,0.0666820566576016,0,0.110689444173624,0.301987677251026,0.00124223602484472,0.177646286985148,0,0.057270320651664,0,0,0,0.373428393181344,0.0344361400942464,0.0666614620236928,0.0409502388620459,0.0427287080698515,0,0,0,0.0800788627218578,0.322314373967749,0.275567968498437,0.0851449275362319,0,0,0,0,0,0.0036231884057971,0.00543478260869565,0,0,0,0.0326086956521739,0.0036231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674077943999762,0.0229859714991112,-0.00434782608695652,0.0324886930283122,0,0.00614967659562126,-0.0257112231616469,0,-0.0511140192135954,0,0,0,0,0,0,0,0,-0.0669568428115245,0.0309732955569473,0.00124223602484472,0,-0.00941173600593754,0,0.00829256797560516,0,0.0391286238598119,-0.0467464054693122,0,0,0,0,0,0,0,0.265671652864044,0.355981859410431,0.280453015873016,0.205,NA,0.0903102065463867,-0.075528843537415,56.0714285714286,94.7619047619048,96.7309523809524,1826,"start",NA,NA,NA
"972","Tanner Houck",656557,"R",106,2023,0.3951,0.3853,0.107,NA,NA,0.1127,NA,0.0017,93.85555441,91.30479139,87.63535748,NA,93.40465268,83.87061352,NA,NA,NA,NA,NA,NA,-5.585292526,-2.887164826,-8.93060611,NA,-9.703546095,5.378125878,NA,NA,NA,NA,NA,NA,5.083912275,4.010180859,0.94585357,NA,-0.355203495,-1.312736088,NA,NA,NA,NA,NA,NA,NA,NA,-4.66105025209179,-6.71018544805432,-7.87223410553089,NA,NA,-4.96807684087472,NA,-2.97119916751098,NA,-7.36086862347807,NA,NA,NA,NA,NA,NA,NA,NA,2.24849327005808,1.26641496725903,4.65360022335908,NA,NA,3.08230998381331,NA,-2.61387954763254,NA,1.14658083863333,NA,NA,NA,NA,NA,NA,NA,NA,87.57719298,101.269186,106.7514243,NA,92.07326203,92.30353535,NA,99.99675926,2,2,0.316446854663774,0.266711711711712,0.362644351464435,0.2138,0.0886,8.405660377,"Tanner Houck",0.311320754703704,-1.039928675,0.975574593,0.559505404,NA,NA,-1.33031631,NA,0.0983,0.104020277222712,0,0.321382524490756,0,0.382269540216058,0.124643520586992,0,0.0904424429981682,0.292743657988126,0.38944917373729,0.104822763425206,0.0872742038134436,0.284465438757536,0.0953237544298213,0,0.288859625514747,0,0,0,0,0,0.0676841374834819,0.132040970846595,0,0,0,0,0.137697837126177,0,0,0.0226757369614512,0,0.0340136054421769,0,0,0,0,0.0226757369614512,0,0,0,0,0,0,0.0158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164203612479475,0,0,0,0,0,0,0,0,0,0,-0.013577834224544,-0.0286388665026304,0.00717963352123158,-0.0293197661571702,0,0,0.0643568333631131,0,0,0,0,0,0,0,0,0,0,0.00949900899538432,-0.00316823918472459,-0.104983734979754,0,-0.00388403247337871,0,0,0,0.00565686627958251,0,0,0,0,0,0,0.00164203612479475,0,0.292058597883598,0.333933201058201,0.297155639097744,0.0945,NA,0.0418746031746032,-0.0367775619604567,69,93,94.5,2123,"none","long","none","low"
